入札日,執行課名,事業担当課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式
20070418,日高産業振興部,森林整備課,復旧治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,山口　　　　　　　　,津瀬　地内　　　　　,（有）ヤマニシ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1684200,0,1596000,12,指名競争入札
20070418,日高産業振興部,森林整備課,復旧治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,山口　　　　　　　　,谷口　地内　　　　　,（株）赤坂測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,329700,0,315000,12,指名競争入札
20070418,日高産業振興部,森林整備課,復旧治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,古屋　　　　　　　　,滝谷　地内　　　　　,（株）マエモト　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1023750,0,987000,12,指名競争入札
20070418,日高産業振興部,森林整備課,予防治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,千津川　　　　　　　,落合　地内　　　　　,（株）小池組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1500450,0,1438500,12,指名競争入札
20070418,日高産業振興部,森林整備課,予防治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,高津尾　　　　　　　,伊佐ノ川　地内　　　,（有）成和測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,802200,0,756000,12,指名競争入札
20070418,日高産業振興部,森林整備課,予防治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,川又　　　　　　　　,唐尾　地内　　　　　,（株）三紀屋測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,751800,0,735000,12,指名競争入札
20070418,日高産業振興部,森林整備課,水源流域地域保全事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,田尻　　　　　　　　,本谷　地内　　　　　,五輪コンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1981350,0,1879500,12,指名競争入札
20070418,日高産業振興部,森林整備課,水源流域地域保全事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,初湯川　　　　　　　,猪谷　外　地内　　　,（株）初山　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,577500,0,546000,12,指名競争入札
20070418,日高産業振興部,森林整備課,水源流域地域保全事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,初湯川　　　　　　　,猪谷　外　地内　　　,（有）佐々木測量設計地所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,393750,0,367500,12,指名競争入札
20070418,日高産業振興部,森林整備課,水源流域地域保全事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,初湯川　　　　　　　,猪谷　外　地内　　　,（有）日廣技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1147650,0,1081500,12,指名競争入札
20070418,日高産業振興部,森林整備課,復旧治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,小釜本　　　　　　　,宮ノ谷　地内　　　　,（株）日高測地　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,906150,0,871500,12,指名競争入札
